leiden_r06,x_aligned,y_aligned,CD274
CAF,151.23680114746094,899.2984619140625,0.0
CAF,640.504638671875,135.38221740722656,0.0
CAF,648.4028930664062,139.7957305908203,2.915173
CAF,647.5626831054688,147.8120880126953,0.0
CAF,655.8311157226562,143.4102020263672,0.0
CAF,658.0530395507812,137.8919219970703,0.0
CAF,660.1983642578125,170.46630859375,0.0
CAF,668.2626342773438,166.38925170898438,0.0
CAF,687.355224609375,169.315185546875,0.0
CAF,687.7373046875,166.9339141845703,0.0
CAF,678.25390625,157.1186065673828,0.0
CAF,674.24365234375,157.7635040283203,0.0
CAF,678.2001342773438,152.52223205566406,0.0
CAF,619.3941650390625,133.4541778564453,0.0
CAF,615.2594604492188,133.0053253173828,0.0
CAF,620.8690795898438,148.7664337158203,2.3018656
CAF,630.541748046875,140.64910888671875,1.6282605
CAF,627.7836303710938,136.47390747070312,2.9045076
CAF,586.52001953125,181.83509826660156,0.0
CAF,620.929443359375,158.87757873535156,0.0
CAF,668.8902587890625,179.10032653808594,0.0
CAF,666.55859375,187.89044189453125,0.0
CAF,689.9736938476562,212.06021118164062,0.0
CAF,689.8064575195312,233.2641296386719,0.0
CAF,676.3298950195312,190.37991333007812,0.0
CAF,678.1595458984375,174.68699645996094,3.0598898
CAF,659.98388671875,158.68206787109375,2.9864228
CAF,591.3247680664062,133.56802368164062,2.3157403
CAF,607.3862915039062,133.13169860839844,0.0
CAF,601.9209594726562,130.72601318359375,0.0
CAF,606.3974609375,131.05197143554688,2.8939679
CAF,602.3201904296875,137.31504821777344,0.0
CAF,598.0473022460938,141.85557556152344,0.0
CAF,586.1260375976562,135.27902221679688,0.0
CAF,592.45556640625,140.10415649414062,0.0
CAF,589.0653076171875,143.4977264404297,0.0
CAF,590.69140625,158.4291534423828,0.0
CAF,583.52685546875,168.1697540283203,0.0
CAF,571.6156005859375,163.23802185058594,0.0
CAF,569.4395141601562,161.91824340820312,0.0
CAF,597.8019409179688,158.1987762451172,0.0
CAF,596.8056640625,151.71702575683594,0.0
CAF,593.6959228515625,163.27108764648438,0.0
CAF,602.52978515625,162.34735107421875,0.0
CAF,606.7147827148438,161.2865447998047,0.0
CAF,605.7677612304688,150.25111389160156,0.0
CAF,591.0523681640625,152.09796142578125,0.0
CAF,584.2399291992188,148.71652221679688,2.107231
CAF,582.2142944335938,143.6881561279297,0.0
CAF,579.9473876953125,141.88645935058594,0.0
CAF,684.1860961914062,174.9415740966797,0.0
CAF,698.8284301757812,184.57339477539062,0.0
CAF,685.961181640625,182.4273681640625,0.0
CAF,694.8804931640625,178.1707000732422,0.0
CAF,686.5006713867188,210.1280517578125,0.0
CAF,695.761962890625,205.21632385253906,0.0
CAF,701.538818359375,185.77586364746094,0.0
CAF,701.1210327148438,191.92726135253906,0.0
CAF,691.8072509765625,189.94229125976562,0.0
CAF,684.2129516601562,187.62266540527344,0.0
CAF,685.3060913085938,205.3982391357422,0.0
CAF,702.4234619140625,204.0682373046875,0.0
CAF,695.636474609375,248.0500946044922,0.0
CAF,705.1546020507812,224.4085693359375,0.0
CAF,595.1710205078125,322.92138671875,0.0
CAF,608.746337890625,334.21087646484375,0.0
CAF,599.2752075195312,344.886474609375,0.0
CAF,618.4573974609375,326.0859069824219,0.0
CAF,579.3253173828125,333.1341857910156,0.0
CAF,592.865966796875,327.17755126953125,0.0
CAF,574.5901489257812,336.0655212402344,0.0
CAF,680.9879150390625,300.37152099609375,0.0
CAF,679.5119018554688,297.3803405761719,0.0
CAF,683.3762817382812,296.1821594238281,0.0
CAF,676.9729614257812,258.8610534667969,0.0
CAF,674.390380859375,267.04559326171875,2.603848
CAF,681.0897216796875,275.08587646484375,0.0
CAF,671.7745361328125,266.9924621582031,0.0
CAF,684.6392211914062,258.5415954589844,0.0
CAF,884.7704467773438,327.63336181640625,0.0
CAF,867.3565063476562,331.8294982910156,0.0
CAF,895.1832275390625,331.5619812011719,0.0
CAF,909.0510864257812,315.9458312988281,0.0
CAF,935.0035400390625,344.62542724609375,0.0
CAF,925.192138671875,311.0482482910156,3.8164907
CAF,919.4788208007812,312.1776123046875,0.0
CAF,847.3055419921875,272.2716064453125,0.0
CAF,856.6397094726562,295.5328674316406,0.0
CAF,690.3916015625,283.2427978515625,0.0
CAF,691.937255859375,266.30487060546875,0.0
